UID,Drug_Name,Condition,Rating
or4iew8u,Bisacodyl,Constipation,10
yykgq6gn,Percocet,Pain,9
xne08vbd,Adapalene,Acne,5
ltf82dh3,Docosanol,Herpes Simplex,9
ygnbt4jb,Guaifenesin / pseudoephedrine,Cough and Nasal Congestion,10
k6a9gbj2,Zolpidem,Insomnia,9
jj2fz5qq,R-Tanna,Allergic Rhinitis,10
9r62ffew,Jublia,"Onychomycosis, Toenail",1
xz7rzjqv,Belviq,Weight Loss,10
d3cko4j2,Methadone,Opiate Withdrawal,10
f0prnpsu,Ethinyl estradiol / norethindrone,Polycystic Ovary Syndrome,10
jg7u6913,Metformin,Polycystic Ovary Syndrome,6
lqnjqpdj,Omalizumab,"Asthma, Maintenance",10
2g4m0dy7,Lamictal,Bipolar Disorde,10
3zgzlzp5,Monistat 7-Day Combination Pack,Vaginal Yeast Infection,9
951wyr0h,Sertraline,Anxiety and Stress,5
ik25nf14,Sronyx,Abnormal Uterine Bleeding,1
1e2kkhht,Implanon,Birth Control,7
w5fxen70,Loestrin 24 Fe,Birth Control,8
uzzuoy9v,Clonazepam,Night Terrors,9
exm1rv1w,Atenolol,High Blood Pressure,10
sztzrx1l,Trintellix,Major Depressive Disorde,1
ub9dtgup,Nexplanon,Birth Control,8
p5rtp31m,Solifenacin,Overactive Bladde,9
28wrp74k,Citalopram,Anxiety and Stress,9
8f0pn321,Carbamazepine,Dystonia,8
xavtxl4m,Linzess,"Constipation, Chronic",8
0z95orkh,Pregabalin,ibromyalgia,8
1jpwtd4t,Clonazepam,Panic Disorde,8
zv0t3d0m,Secukinumab,Plaque Psoriasis,6
5rfgyiit,Duloxetine,Generalized Anxiety Disorde,10
ki9f6ssk,Oseltamivir,Influenza,1
bpnfupzv,Sildenafil,"Sexual Dysfunction, SSRI Induced",8
mxrq99vo,Cyclobenzaprine,Muscle Spasm,5
j3p1u80n,Citric acid / magnesium oxide / sodium picosulfate,Bowel Preparation,1
qctdrbn3,Atralin,Acne,10
37qoupvk,Liraglutide,Obesity,10
m9xu4zyr,Lidoderm,Pain,1
5eqdrd52,Rocephin,Bacterial Infection,10
wrhr237o,Levothyroxine,"Hypothyroidism, After Thyroid Removal",10
v09jj3a2,Escitalopram,Anxiety,10
c5gl9p3a,Miconazole,Vaginal Yeast Infection,5
sc1yzzsn,Plan B,Emergency Contraception,10
il35gs97,Bismuth subcitrate potassium / metronidazole / tetracycline,Helicobacter Pylori Infection,5
90qq0xsw,Varenicline,Smoking Cessation,1
j35w1vsw,Bisacodyl,Constipation,9
zmyxksbq,Qsymia,Obesity,5
24fkaqlz,Chantix,Smoking Cessation,10
ekih7xfx,Zolmitriptan,Migraine,9
b7q8mhso,Bupropion / naltrexone,Obesity,10
0vofftmj,Sertraline,Major Depressive Disorde,1
1dcf0uum,Lo Loestrin Fe,Birth Control,5
124czudi,NuvaRing,Birth Control,10
y607uvg6,TriNessa,Birth Control,10
8futmq6e,Oseltamivir,Influenza,9
1in7m56w,Aripiprazole,Depression,1
yagdt1a2,Decadron,Dermatitis Herpetiformis,10
7hhwy6ir,Nicotrol Inhaler,Smoking Cessation,10
8plec8t4,Levlen,Endometriosis,10
24qizp9k,Asacol,Ulcerative Colitis,1
apiz60hu,Viorele,Birth Control,1
xgwbl8em,Oxymetazoline,Nasal Congestion,8
69gftii4,Depakote ER,Bipolar Disorde,10
vefs1h6o,Ethinyl estradiol / levonorgestrel,Birth Control,1
1ypgij14,Acetazolamide,Pseudotumor Cerebri,7
rsifxvtj,Armour Thyroid,"Hypothyroidism, After Thyroid Removal",1
nr8fwc8q,Drospirenone / ethinyl estradiol,Acne,10
1fu1blu0,Wellbutrin SR,Depression,10
h1gxdkau,Cyclobenzaprine,Temporomandibular Joint Disorde,10
nmjtvpzl,Tramadol,ibromyalgia,9
at9jg710,Fortesta,"Hypogonadism, Male",9
5hryh1ft,Etonogestrel,Birth Control,5
cxzlmfst,Silvadene,"Burns, External",10
0sg0hv9w,Levonorgestrel,Emergency Contraception,10
br2p09pg,Acetaminophen / aspirin / caffeine,Migraine,3
kt9pmfdr,Fluorouracil,Actinic Keratosis,9
zdk771mn,Tri-Lo-Sprintec,Birth Control,6
3ulketgy,Buspirone,Anxiety,5
phkoh08y,Zithromax,Bronchitis,9
0nvyf9in,Paxil,Depression,8
ebzlt1rb,Chantix,Smoking Cessation,10
bs3j3nss,Restasis,Keratoconjunctivitis Sicca,9
op1yai2v,Methocarbamol,Opiate Withdrawal,8
e112i8p3,Estring,Atrophic Vaginitis,8
6qpsxmgi,Phentermine,Weight Loss,10
odzrco6q,Clonazepam,Anxiety,8
rr2wwvue,Duragesic,Pain,7
itu39mln,Methadone,Chronic Pain,10
1n0rg5vd,Xyzal,Allergic Rhinitis,9
5qwtvm9x,Lexapro,Depression,3
69wfx3s0,Lexapro,Anxiety,1
nzh87aux,Mucinex D,Cough and Nasal Congestion,7
3xq5jwof,Pristiq,Depression,8
meej5l9t,Rivaroxaban,Atrial Fibrillation,7
ehnqhled,Oxycodone,Chronic Pain,8
mqnqjn0c,Prednisone,Pharyngitis,10
sbixelq5,Levonorgestrel,Birth Control,10
t0dg7y73,Paxil,Anxiety and Stress,5
1y5nej0m,Loratadine / pseudoephedrine,Nasal Congestion,10
xrtkgo0b,Bupropion,Major Depressive Disorde,7
pbhvz1k0,Mirena,Birth Control,1
lntn11a9,Voltaren Gel,Pain,1
51khqqwx,Invokana,"Diabetes, Type 2",1
tbgqulpu,Bystolic,High Blood Pressure,9
ps3mnpzq,Flagyl,Bacterial Infection,5
xpx3orvs,Etonogestrel,Birth Control,9
u1y1bznk,Liraglutide,"Diabetes, Type 2",10
hzl6wafm,Clonazepam,Anxiety,9
a602au5b,Artane,Extrapyramidal Reaction,10
n3ouk7wa,Cefdinir,Sinusitis,10
m56agj4z,Ethinyl estradiol / levonorgestrel,Birth Control,6
7a1439g7,Depo-Provera,Birth Control,4
6hret3xy,Methylphenidate,Depression,8
sophqqne,Tafinlar,"Melanoma, Metastatic",9
d53ntyb5,Sildenafil,Erectile Dysfunction,9
kdorhgm6,Orencia,Rheumatoid Arthritis,9
irpm5g7g,Oseltamivir,Influenza,1
o76qvk49,Apri,Birth Control,6
x2zq0lnt,Flonase,Rhinitis,9
8gp5m2m6,Diclofenac,Migraine,10
4jn4mocv,Levonorgestrel,Birth Control,6
tmzzowky,Lyza,Birth Control,1
hf3nytb2,Milnacipran,ibromyalgia,5
p529ylc1,Zolpidem,Insomnia,1
y6mp3rk9,Lexapro,Anxiety,9
n2r4pzan,Tegretol XR,Trigeminal Neuralgia,7
vfhlph80,Depo-Provera,Abnormal Uterine Bleeding,1
byp2eqhd,Phentermine,Obesity,10
gmznmdgh,Ceftin,Bronchitis,2
s4y6uxsb,Tambocor,Atrial Flutte,10
zf8jbhdl,Minocycline,Acne,9
yd6odwke,Docosanol,Herpes Simplex,9
exnqnvgg,Ortho Evra,Birth Control,9
bkfkmtld,Gabapentin,Pain,1
mbgl204c,Ethinyl estradiol / etonogestrel,Birth Control,9
9zmyojbu,Omalizumab,"Asthma, Maintenance",3
ojyxs3cp,Etonogestrel,Birth Control,8
bxr2utuo,Previfem,Birth Control,9
dlmx12vt,Ortho Tri-Cyclen Lo,Birth Control,10
98qxf6xo,Duavee,Hot Flashes,10
sy5oa6kv,Doxycycline,Lyme Disease,9
63bos83o,Diazepam,Not Listed / Othe,8
hqc7u9w3,Skyla,Birth Control,10
wcm3a6ro,Zoloft,Major Depressive Disorde,1
d2jbuhct,Etonogestrel,Birth Control,9
ivscb6yx,Tri-Sprintec,Birth Control,10
44ug53nb,Nystatin,Oral Thrush,7
x489eoc4,Ethinyl estradiol / levonorgestrel,Birth Control,2
f7etlk5i,Mononessa,Birth Control,8
blhltvns,Monistat 7,Vaginal Yeast Infection,9
5u0i6kue,Diclofenac,Pain,10
be2ith3z,Effexor,Depression,10
evyniq0v,Phentermine,Weight Loss,9
grk3pq19,Venlafaxine,Depression,2
wgxt36jv,Levothyroxine,Hashimoto's disease,9
ou3wj4rz,Microgestin 1 / 20,Birth Control,2
hveuq2x9,Norethindrone,Birth Control,1
ld9eieik,Effexor,Depression,1
jy364gv4,Mefenamic acid,Period Pain,10
qbldmef1,Paroxetine,Panic Disorde,10
i9arl3oi,Ocular lubricant,Dry Eye Disease,1
ue8yn570,Ethinyl estradiol / norgestimate,Birth Control,4
z5klydpi,Tramadol,Pain,2
lz37rh82,Aripiprazole,Depression,6
n9sih438,Neurontin,Bipolar Disorde,8
p5vizh8g,Duloxetine,Depression,3
ueyaw8pd,Naproxen,Headache,10
cjcvm3x7,Ethinyl estradiol / levonorgestrel,Birth Control,10
zgv4kd6j,Gabapentin,Trigeminal Neuralgia,8
08gqn86z,Levonorgestrel,Birth Control,4
j0bazhy2,Valacyclovir,"Herpes Simplex, Suppression",10
2ks9iimj,Nora-Be,Birth Control,2
1pr9q0ww,Tioconazole,Vaginal Yeast Infection,1
1n69h3i3,Liletta,Birth Control,8
20los4eg,Fluoxetine,Anxiety and Stress,9
b12v3c8c,Etonogestrel,Birth Control,10
ap5n6ijl,Yaz,Birth Control,9
yfn8sy1m,Fluconazole,"Onychomycosis, Toenail",10
b8lesr2g,Bactrim DS,Urinary Tract Infection,1
cbl00d50,Diclofenac,Back Pain,5
dh9n3j23,Alprazolam,Anxiety,1
p5ff5u4l,Epinephrine,Allergic Reactions,10
9zm4per4,Prozac,Anxiety and Stress,10
zr28uujh,Vascepa,Hypertriglyceridemia,10
noscodew,Toprol-XL,High Blood Pressure,9
yzmt1e0l,Azithromycin,Tonsillitis/Pharyngitis,7
vnn4135b,Voltaren Gel,Pain,8
gyzbzx53,Bupropion / naltrexone,Obesity,6
fo7nbv3x,Celexa,Depression,10
icj261ls,Effexor,Depression,3
l92nlegt,Estradiol Patch,11</span> users found this comment helpful.,9
mcsdem7y,Ethinyl estradiol / etonogestrel,Birth Control,4
nada82w4,Hyaluronan,Osteoarthritis,9
5b60ew48,Minastrin 24 Fe,Birth Control,2
sabz03c0,Amphetamine / dextroamphetamine,ADHD,10
38kg24nv,Ethinyl estradiol / norethindrone,Birth Control,1
z2u5frvq,Tamiflu,Influenza,10
6lezilfv,Protonix IV,Barrett's Esophagus,10
88g7iqg3,HC-Derma-Pax,Pruritus,10
o8oapxpz,Pramipexole,Restless Legs Syndrome,10
7gk8uzo0,Lutera,Birth Control,7
tuf1ih4g,Xanax,Panic Disorde,10
g60m3gve,Lubiprostone,Irritable Bowel Syndrome,4
a3z8yz2s,Mirena,Abnormal Uterine Bleeding,1
zrv9fjgn,Pramipexole,Restless Legs Syndrome,1
hw36sz5t,Effexor XR,Depression,1
4sw25blb,Implanon,Birth Control,10
hduv0ur4,Apremilast,Plaque Psoriasis,2
eblj0qw6,Verapamil,Cluster Headaches,10
f1b3ygg0,Desvenlafaxine,Depression,1
inlq9ee8,Ethinyl estradiol / norgestimate,Birth Control,7
63mxzwti,Pregabalin,ibromyalgia,8
m611sgfp,Ciprofloxacin,Urinary Tract Infection,1
imkozbf1,Trazodone,Insomnia,1
kjid2e3q,Medroxyprogesterone,Amenorrhea,8
870g1bte,Gabapentin,Pain,1
tyb0g7pz,Loestrin 24 Fe,Birth Control,3
4t98bah8,Welchol,High Cholesterol,1
ie5ox69g,Ethinyl estradiol / levonorgestrel,Birth Control,4
ht3ry9i0,Bisacodyl,Constipation,7
vr5hnzp8,Ceftin,Strep Throat,10
rmjv56ia,Tirosint,Hashimoto's disease,2
47k2yobm,Ezetimibe,High Cholesterol,9
u4qhk802,Apri,Birth Control,8
88xrwzz8,Implanon,Birth Control,5
dwzz9vvf,Sandostatin,Carcinoid Tum,10
bb4lyvhy,Ethinyl estradiol / norethindrone,Birth Control,5
3ymo8zw0,Bupropion,Depression,10
3qi2llmr,Patanol,Seasonal Allergic Conjunctivitis,1
p7bcdig0,Diclofenac,Back Pain,9
0pz80zbg,Lorcaserin,Obesity,2
377v2ufn,Olmesartan,High Blood Pressure,10
qt44izzh,Xolair,"Asthma, Maintenance",10
7c7slfbp,Irbesartan,High Blood Pressure,1
5z1xminb,Liraglutide,"Diabetes, Type 2",10
3xixqqsz,Zolpidem,Insomnia,8
fi8pskod,Lidocaine,Pain,3
gty6b7vz,Gabapentin,Insomnia,10
o4pofqod,Librax,Irritable Bowel Syndrome,10
ra20actc,Infliximab,"Crohn's Disease, Maintenance",10
1gqffey0,Phentermine,Obesity,10
mch4wbui,Tri-Sprintec,Acne,7
2otgb2w8,Exenatide,"Diabetes, Type 2",10
13eqppt9,Miconazole,Vaginal Yeast Infection,1
7oklz2ch,Ropinirole,Parkinson's Disease,6
h8e2g5et,Pristiq,Depression,9
45x96b5d,Etonogestrel,Birth Control,5
xxlcdbqi,Suprep Bowel Prep Kit,Bowel Preparation,8
i7d8c8ct,Zanaflex,Muscle Spasm,4
8813y8h5,Levonorgestrel,Birth Control,6
pwgj97kz,Levonorgestrel,Birth Control,9
wekvet6f,Liraglutide,"Diabetes, Type 2",7
78fjem8s,Esomeprazole,GERD,10
f7eavha1,Fentanyl Transdermal System,Pain,10
8c74etew,Reglan,Migraine,2
cqvnxsbo,Flecainide,Atrial Fibrillation,10
04ceiyko,Levetiracetam,Seizures,1
vhfticne,Escitalopram,Depression,8
i1b6a94m,Sertraline,Panic Disorde,10
y2nhss9u,Aviane,Birth Control,8
hwdplh24,Fluoxetine,Depression,7
ub5l8hfu,Levora,Birth Control,7
ygy9o4bj,Doxycycline,Pneumonia,1
ov2vg1st,Enbrel,Psoriatic Arthritis,10
v5glur2c,Lutera,Birth Control,10
ffn59sgf,Efavirenz / emtricitabine / tenofovir,HIV Infection,10
fa4ngoru,Milnacipran,ibromyalgia,10
u2rmzho7,Sertraline,Depression,10
czoul5o8,Chlorthalidone,High Blood Pressure,1
q3agdeju,Maxalt,Migraine,10
clial197,Tramadol,Pain,1
16tii0ha,Suprep Bowel Prep Kit,Bowel Preparation,10
odnpx3ib,Linaclotide,"Constipation, Chronic",7
5v7k90zr,Benzoyl peroxide / clindamycin,Acne,10
cq8ojfit,Gabapentin,Pain,8
y5au126h,Rizatriptan,Migraine,10
v1r0idg0,Suprep Bowel Prep Kit,Bowel Preparation,1
ebpu072g,Cymbalta,Depression,5
wmjjoyso,Xanax,Anxiety,7
8t9nypah,Naprelan,Muscle Pain,10
a57o3col,Latuda,Bipolar Disorde,3
avdp8gnt,Ethinyl estradiol / norgestimate,Birth Control,1
rqggh4y2,Vyvanse,ADHD,9
pb5zyglk,Etonogestrel,Birth Control,1
k3ddpja5,Zolpidem,Insomnia,9
6acjgug3,Diclofenac,Osteoarthritis,1
awip52k7,Pimecrolimus,Eczema,10
s0bfhwtn,Oxymorphone,Pain,9
4bf8eiix,Paxil,Anxiety,9
ef7naqip,Lurasidone,Bipolar Disorde,10
sz28ar3t,Naproxen,Sciatica,1
kcygxo7h,Remeron,Depression,8
6n3dmle6,Celecoxib,Osteoarthritis,7
ktzcwd52,Prolia,Osteoporosis,7
1vabzhs5,Remeron,Depression,9
o21ssh9v,Dolutegravir,HIV Infection,10
h8aovawp,Loestrin 24 Fe,4</span> users found this comment helpful.,2
t82a9y5s,Latuda,Schizophrenia,9
tedj3xxz,Vicks Sinex Nasal Spray (old formulation),8</span> users found this comment helpful.,9
b9xvycyk,Citalopram,Generalized Anxiety Disorde,1
q1jx0n0l,Doxycycline,Rosacea,7
8nyoyrlj,Tapentadol,Pain,9
9r7rqqqk,Isotretinoin,Acne,10
p8pyn9uj,Risperidone,Post Traumatic Stress Disorde,10
9cvvb5a5,Cefpodoxime,Bladder Infection,10
m72a3b8y,Xyzal,Allergies,1
fl6wlhjs,Levonorgestrel,Birth Control,5
74d2mb70,Clocortolone,Psoriasis,9
kixzxs68,Nucynta,Pain,1
gstpi4mw,Lamictal,Seizure Prevention,10
gaemgm0t,Methylphenidate,ADHD,8
kfwbqp4p,Rizatriptan,Migraine,9
umso5uv0,Ultram,Back Pain,10
mzn448zk,Meloxicam,Osteoarthritis,10
fipljdyy,Metaxalone,Muscle Spasm,8
rlabxfss,Mononessa,Birth Control,4
55gi6gyx,Naproxen / sumatriptan,Migraine,10
rqjeacow,Fluticasone,Atopic Dermatitis,8
8fbwiqqj,Abilify,Autism,2
tp3qt9pb,Aluminum chloride hexahydrate,Hyperhidrosis,10
qf2zwbjg,Ethinyl estradiol / levonorgestrel,Birth Control,8
pb1e2w7s,Afrezza,"Diabetes, Type 2",1
b0oiig7g,Guanfacine,ADHD,10
3t4vv50z,Levonorgestrel,Birth Control,4
vb3laqs0,Azithromycin,Chlamydia Infection,7
8cixsjrf,Pregabalin,Neuropathic Pain,10
ujhgb3b0,Ultram,ibromyalgia,9
0kkm0tgj,Junel Fe 1 / 20,Acne,3
ml2luc1t,Sumatriptan,Migraine,10
mp4dydqd,Ciprofloxacin,Urinary Tract Infection,8
cpz8yb16,Norethindrone,Birth Control,9
xfzhn1n1,Prednisone,Skin Rash,10
ipwm9uob,Losartan,High Blood Pressure,9
emnln2ix,Ethinyl estradiol / levonorgestrel,Birth Control,10
cg4p5da4,Ethinyl estradiol / norethindrone,Birth Control,8
5x982n76,Neurontin,Insomnia,9
4i9fc0r7,Hydroxyzine,Anxiety,2
lczm1z5z,Tysabri,Multiple Sclerosis,10
9trzqzep,Tri-Sprintec,Birth Control,8
8wglruxz,Invokana,"Diabetes, Type 2",10
107q18rc,Lactobacillus acidophilus,Irritable Bowel Syndrome,9
tujwr1i0,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,9
72ue4e5k,Oxaliplatin,Colorectal Cance,9
ohdimk9k,Latuda,Bipolar Disorde,8
f0ahybvs,Etonogestrel,Birth Control,1
uo1d8xka,Mexiletine,Arrhythmia,10
6njwigco,Cyclobenzaprine,Muscle Spasm,9
x80cs5bc,Halcion,Insomnia,10
hs3wfffs,Latuda,Bipolar Disorde,4
uxknan3t,Hydromorphone,Pain,10
8ci3sd43,Somatropin,Adult Human Growth Hormone Deficiency,5
5no746n6,Sodium oxybate,Narcolepsy,9
aw1g82bc,Enjuvia,Postmenopausal Symptoms,10
fae3sczm,Etonogestrel,Birth Control,10
jj0juopc,Venlafaxine,Hot Flashes,6
1c4m2fym,Drospirenone / ethinyl estradiol,Premenstrual Dysphoric Disorde,10
xdxfi2yy,Lurasidone,Bipolar Disorde,10
crdp813c,Linzess,"Constipation, Chronic",8
1ldebnq8,Minocycline,Acne,9
397hp1yt,Ledipasvir / sofosbuvir,Hepatitis C,10
zurd5d64,Previfem,Birth Control,2
lcqjbz5j,Mirena,Birth Control,7
eflxldnr,Dapsone,Acne,8
laawgrxl,Valsartan,High Blood Pressure,6
zu2zujgz,Seroquel,Bipolar Disorde,10
zb6cv8ik,Abreva,Herpes Simplex,9
tqgsavnr,Ibuprofen,Pain,9
phhouevh,Lamotrigine,Bipolar Disorde,8
syyi2ysq,Levothroid,Underactive Thyroid,6
qrg1rtzi,Polyethylene glycol 3350,Bowel Preparation,9
ori9idb3,Phentermine,Weight Loss,10
8as0ugi5,Ethinyl estradiol / levonorgestrel,Birth Control,8
93tbgn2b,Elavil,Migraine Prevention,9
j3vo4zkj,Levonorgestrel,Birth Control,10
4pv1zu1g,Harvoni,Hepatitis C,10
04455ffs,Ethinyl estradiol / norethindrone,Birth Control,8
qasgn7s9,Levonorgestrel,Birth Control,9
choywmwd,Desvenlafaxine,Depression,8
ucguzgdm,Alprazolam,Not Listed / Othe,10
vznqgnzd,Junel Fe 1 / 20,Birth Control,10
s4a8zs5a,"Multivitamin, prenatal",Vitamin/Mineral Supplementation during Pregnancy/Lactation,10
agtcfov1,Omnicef,Otitis Media,4
90t1m430,Varenicline,Smoking Cessation,8
yz2lku1i,Yaz,Birth Control,8
5ns2t5i2,Depo-Provera,Abnormal Uterine Bleeding,5
9tdbygve,Etonogestrel,,1
7n75m669,Escitalopram,Anxiety,7
sldw0en7,Wellbutrin SR,Depression,6
w6scpc65,ParaGard,Birth Control,10
gnnd0zmo,Topiramate,Obesity,10
cc7eh1mf,Toradol,Pain,10
735m0znd,Vilazodone,Depression,2
be2wpsa6,Bupropion,Depression,9
ycbyx6vu,Embeda,Pain,1
w1sp0yyy,Bupropion,Major Depressive Disorde,9
gin2wrbg,Lortab,Back Pain,10
33mqfj2t,Sertraline,Depression,8
7jszm1nd,Azithromycin,Chlamydia Infection,10
543aq9dx,Nexplanon,Birth Control,7
nmmimc71,Acyclovir,Herpes Simplex,10
01o15wd4,Triamcinolone,Atopic Dermatitis,10
rzzsmuoc,Levonorgestrel,Birth Control,10
w2xuf15h,Abilify,Bipolar Disorde,6
8rrkf78o,Zofran,"Nausea/Vomiting, Chemotherapy Induced",9
fpiew1jy,Duloxetine,Anxiety,8
iy4c7404,Medroxyprogesterone,Abnormal Uterine Bleeding,10
ze511t38,Duloxetine,Depression,1
2flmvmdj,Omeprazole,GERD,7
f7eqdxpv,Uloric,Gout,9
4899cq99,Botox,Overactive Bladde,9
ftlb5b95,Klonopin,Panic Disorde,10
b5u5hp2r,Cyclobenzaprine,ibromyalgia,8
0c5p8sjk,Oxybutynin,Women (oxybutynin),3
7vvj0vfs,Clomiphene,emale Infertility,2
k2kcva43,Caffeine,Hypersomnia,9
3ib99gup,Sertraline,Post Traumatic Stress Disorde,10
j3ehiwn9,Differin,Acne,7
p5uihiwt,Arthrotec,Sciatica,9
qjyooq68,Ethinyl estradiol / norgestimate,Birth Control,1
9bs1udnv,Bupropion,Major Depressive Disorde,7
1eksm537,Sodium hyaluronate,Osteoarthritis,5
gy2b7of9,Vortioxetine,Major Depressive Disorde,9
h3qhwka0,Prednisone,ibromyalgia,5
lrtt9r1h,Humira,Psoriatic Arthritis,10
umvrwgaw,Atenolol,Anxiety,10
fw6q4qpq,Zarah,Birth Control,8
b8xb1f12,Metronidazole,Bacterial Vaginitis,1
yh1lioyz,Sertraline,Anxiety and Stress,5
fkea2rp8,Clarithromycin,Bronchitis,1
548402bb,Levonorgestrel,Birth Control,5
ujbclp35,Accutane,Acne,9
kamvao4b,Kyleena,Birth Control,10
qd2xg5tz,Azelastine,Allergic Rhinitis,10
xkx56h0o,Benicar HCT,High Blood Pressure,5
mcl9tt8a,Amoxicillin / clavulanate,Bacterial Infection,5
5blxgsfi,Hydrochlorothiazide / spironolactone,Edema,9
4z38v9rg,Sertraline,Depression,10
5uze06rp,Sumavel DosePro,Migraine,1
0g7h76bk,Tretinoin,Acne,10
7gmtp6km,Sertraline,Generalized Anxiety Disorde,8
ps6bu5b4,Kyleena,Birth Control,9
es5t9kvt,Efavirenz / emtricitabine / tenofovir,,10
niurdu7t,Zolpidem,Insomnia,10
ueglfhux,Pristiq,Major Depressive Disorde,1
j3h80aui,Savella,ibromyalgia,5
zz7gjfqg,Brexpiprazole,Depression,10
w33k8pdu,Symbicort,"Asthma, Maintenance",9
4kpkhz0o,Plan B,Emergency Contraception,9
xsq6excp,Effexor,Anxiety and Stress,9
2nko37oo,Ethinyl estradiol / norgestimate,Abnormal Uterine Bleeding,4
wbgwbl4p,Ethinyl estradiol / norgestimate,Abnormal Uterine Bleeding,8
unce8thq,Lo Loestrin Fe,Birth Control,1
qatiqnac,Differin,Acne,8
fpsyem7x,Metronidazole,Bacterial Infection,1
6bq0tps2,Bupropion,Smoking Cessation,1
rd0ra55x,Pregabalin,Pain,4
hnu8gw6w,Sitagliptin,"Diabetes, Type 2",9
3anlc6tg,Brexpiprazole,Depression,4
kswby0it,Copper,Birth Control,10
g3518bq2,Asenapine,Bipolar Disorde,9
v8wd4f3r,Immune globulin subcutaneous,Primary Immunodeficiency Syndrome,6
4uua0zgp,Vyvanse,ADHD,9
vm90vn6h,Fentanyl,Chronic Pain,9
29jiro0p,Certolizumab,Rheumatoid Arthritis,8
c7v0nstn,Hydromorphone,Pain,10
210dwhgj,Aftera,Emergency Contraception,9
vtpwke7v,Suvorexant,Insomnia,1
zbxiaofl,Clonazepam,Anxiety,10
6rl7kzgs,Etonogestrel,Birth Control,5
nj19fiqr,Levetiracetam,New Daily Persistent Headache,10
17qoax09,Imuran,Ulcerative Colitis,10
sjcanw19,ParaGard,Birth Control,10
aqau2n7q,Ethinyl estradiol / etonogestrel,Birth Control,10
zt6i3o86,Alirocumab,High Cholesterol,10
8xe7cg8q,Pemoline,ADHD,10
ywb9krdp,Oxcarbazepine,Bipolar Disorde,8
104sqoxz,Ethinyl estradiol / norgestrel,Birth Control,1
h8upyzb1,Amphetamine / dextroamphetamine,ADHD,1
pzbh8dd3,Delsym,Cough,1
3dgjv0x1,Bupropion,Smoking Cessation,9
55r01n0x,Lo Loestrin Fe,Birth Control,9
prsvv6l9,Invokana,"Diabetes, Type 2",1
4ov0j2u3,Metronidazole,Bacterial Infection,9
p56v8wi1,Bisacodyl,Constipation,9
pr9i9swk,Liraglutide,Obesity,5
5t6g5yli,Capzasin-HP,Osteoarthritis,6
fba2je5j,Hyaluronan,Osteoarthritis,1
e0ou9zjb,Duloxetine,Anxiety,9
sswimukk,Phentermine,Weight Loss,10
k3ml57so,Lo Loestrin Fe,Birth Control,4
617e5dcy,Dilaudid,Pain,5
c6wxnd1i,Mirena,Birth Control,9
4068kzp0,Tramadol,Pain,2
22lf1cp5,Amitriptyline,Anxiety and Stress,10
tzb2emm2,Topicort,Eczema,10
hbc3jdw2,Alprazolam,Tinnitus,9
gcjgfasj,Hydroxyzine,Anxiety,10
ttiqxlts,Methylprednisolone,Allergic Rhinitis,3
amvlm09p,"Multivitamin, prenatal",Vitamin/Mineral Supplementation during Pregnancy/Lactation,9
095u8eaj,Xulane,Birth Control,3
qdy29oym,Adapalene,Acne,4
zptw1rkk,Ulipristal,Emergency Contraception,6
khk3zhfq,Carvedilol,Atrial Fibrillation,2
jlu5l668,Viberzi,Irritable Bowel Syndrome,10
7222okvv,Actiq,Breakthrough Pain,10
hx77tpbt,Lyrica,Diabetic Peripheral Neuropathy,5
8kvs0qw8,Atomoxetine,ADHD,5
5ulk3euw,Soma,Muscle Spasm,10
loowpch7,Trintellix,Major Depressive Disorde,9
wtvfow2f,Risperdal,Schizoaffective Disorde,9
nv228vte,Phendimetrazine,Obesity,10
5j496cx0,Rivaroxaban,Deep Vein Thrombosis,9
qxkwjkif,Brimonidine,Rosacea,1
igu984oc,Medroxyprogesterone,Abnormal Uterine Bleeding,1
8vmujihs,Mysoline,Seizures,10
x33tda6r,Levonorgestrel,Birth Control,9
f6ikfoe8,Mucinex D,Cough and Nasal Congestion,9
j74a3j5w,Acamprosate,Alcohol Dependence,10
6zrv687k,Pramipexole,Restless Legs Syndrome,9
k2mrd2rs,Augmentin,Sinusitis,10
k65bypg2,Minoxidil,Alopecia,10
shmephya,Lyrica,Generalized Anxiety Disorde,10
w7p8ieox,Prevnar 13,Pneumococcal Disease Prophylaxis,5
0eu2ikwa,Metoclopramide,GERD,1
2lvof4cq,Doxazosin,High Blood Pressure,10
yl02ht43,Belsomra,Insomnia,1
sasijnks,Amitriptyline,Insomnia,4
93yfs7ve,Depo-Provera,Abnormal Uterine Bleeding,6
mf3prkkx,Vistaril,Anxiety,1
5yw4zwo4,Venlafaxine,Depression,10
kim4itp9,Naltrexone,Alcohol Dependence,10
sep3fgi3,Nitrofurantoin,Urinary Tract Infection,2
pgz55drr,Norethindrone,Abnormal Uterine Bleeding,1
m3my82wg,Sertraline,Depression,10
slxdonqi,BuSpar,Anxiety,9
zlh8f5wb,Naproxen,Muscle Pain,10
cuyrw4nc,NuvaRing,Birth Control,5
up7hlqck,BuSpar,Anxiety,10
vzs51km6,Tamiflu,Influenza,8
cv7o3d61,Loratadine,Allergic Rhinitis,1
uj7lyawj,Tioconazole,Vaginal Yeast Infection,5
mokc7i0l,Botox,Overactive Bladde,8
pwuzr2ta,Plan B One-Step,Emergency Contraception,10
