UID,Drug_Name,Condition,Rating,Results
eui9ynhb,Dapagliflozin,"Diabetes, Type 2",2,0
y9hu3gyf,Clindamycin,Bacterial Infection,9,1
kqithgfo,Abilify,Schizophrenia,10,1
5dx3lscp,Movantik,"Constipation, Drug Induced",1,0
pqzwk6rj,Diclofenac / misoprostol,Sciatica,9,1
ts1hzp3u,Amlodipine / benazepril,High Blood Pressure,10,1
ej795nks,Dymista,Allergic Rhinitis,9,1
ua4p2m5j,Amlodipine,High Blood Pressure,9,1
xv0esvos,Hydroxyzine,Anxiety,10,1
9mzs5dl4,Buprenorphine / naloxone,Opiate Dependence,10,1
mxyxwkhx,Etonogestrel,Birth Control,4,0
k4en9ksd,Zoloft,Depression,1,0
ovpgw054,Adzenys XR-ODT,ADHD,8,1
bb27z7h0,Etonogestrel,Birth Control,3,0
t40ybhgb,Ethinyl estradiol / norethindrone,Birth Control,8,1
fghu8ouc,Nexplanon,Birth Control,10,1
fkigak9x,Yaz,Menstrual Disorders,4,0
wzun1vvq,Ziprasidone,Schizoaffective Disorde,8,1
o088rxb5,Natalizumab,Multiple Sclerosis,10,1
wy07nao0,Ethinyl estradiol / norelgestromin,Birth Control,1,0
i948aq4b,Desvenlafaxine,Anxiety,9,1
ut9uxu3d,Bupropion / naltrexone,Obesity,1,0
g2f151oc,Tramadol,Back Pain,9,1
jkagq2qk,Nexplanon,Birth Control,5,0
n3zw34fh,Phentermine,Not Listed / Othe,9,1
zwbc7nnn,Dulera,Asthma,9,1
bhlnwu69,Phentermine,Weight Loss,10,1
luzi6tfw,Sertraline,Panic Disorde,8,1
4azsywuu,Lexapro,Anxiety,10,1
vblgotjn,Dulcolax,Bowel Preparation,10,1
rxbcuseq,Desvenlafaxine,Depression,2,0
1r65yam5,Celexa,Depression,10,1
elffac88,Adapalene,Acne,7,0
jid2pfhz,Adapalene / benzoyl peroxide,Acne,3,0
u70p2q58,Hydroxyzine,Anxiety,4,0
vv03koi8,Vortioxetine,Depression,7,0
bfmng0fq,Sumatriptan,Cluster Headaches,9,1
do5c85ad,Effexor XR,Depression,9,1
smueertk,Aldactone,Acne,10,1
dhkd7omo,Temazepam,Insomnia,10,1
27859c2f,Etanercept,Ankylosing Spondylitis,10,1
ueuz99pl,Lortab,Pain,9,1
vw8xjo9t,Microgestin Fe 1 / 20,Birth Control,1,0
bnnl700a,Naproxen,Headache,9,1
h640qddv,Dilaudid,Pain,10,1
er3mnkyf,Benadryl,Nausea/Vomiting,8,1
m71xkuo9,Etonogestrel,Birth Control,4,0
gwd8qin6,Paliperidone,Schizoaffective Disorde,10,1
3datxv8j,Silodosin,Benign Prostatic Hyperplasia,1,0
zk3dp8i6,Methylphenidate,ADHD,8,1
6z7rt5dd,Levonorgestrel,Birth Control,10,1
rsycde29,Remicade,Ulcerative Colitis,10,1
v0na73zt,Niaspan,High Cholesterol,1,0
kt9ja8nc,Thyroid desiccated,Hashimoto's disease,10,1
p8b3ini4,Drospirenone / ethinyl estradiol / levomefolate calcium,Acne,3,0
5m4lcl0k,Minocycline,Acne,6,0
vip4jtlv,Loratadine,Allergic Rhinitis,10,1
2tpy5jva,Zyprexa,Depression,2,0
stgj6olw,Ethinyl estradiol / levonorgestrel,Birth Control,1,0
75ytw7ez,Cialis,Erectile Dysfunction,10,1
jseyjnqg,Estradiol,Atrophic Vaginitis,1,0
u7lz3spe,Suboxone,Opiate Dependence,10,1
aispd34b,Citric acid / magnesium oxide / sodium picosulfate,Bowel Preparation,10,1
3a1qde41,Lexapro,Anxiety,8,1
7ecliy9q,Junel Fe 1 / 20,Birth Control,9,1
krzhxu1p,Minocycline,Acne,8,1
kzhj0efp,Ethinyl estradiol / norethindrone,Birth Control,4,0
cpc8i54y,Saxenda,Obesity,10,1
58czem0j,Diltiazem,Atrial Fibrillation,5,0
3xjnpkqp,Amphetamine / dextroamphetamine,ADHD,9,1
na7z92i8,Lansoprazole,GERD,10,1
f0dq94j1,Risperidone,Post Traumatic Stress Disorde,6,0
4s71mh8j,Fioricet,Headache,10,1
4ixp5cni,Norethindrone,Birth Control,5,0
x7wg7e9s,Escitalopram,Depression,7,0
s95pfsyp,Adapalene / benzoyl peroxide,Acne,4,0
utglk4af,Clonidine,Opiate Withdrawal,10,1
gvfz6qio,Lactulose,"Constipation, Acute",9,1
3gd1w2kn,Ethinyl estradiol / norethindrone,Birth Control,3,0
9011s995,Prozac,Obsessive Compulsive Disorde,9,1
icp9d998,Amphetamine / dextroamphetamine,ADHD,1,0
or4iew8u,Bisacodyl,Constipation,10,1
yykgq6gn,Percocet,Pain,9,1
xne08vbd,Adapalene,Acne,5,0
ltf82dh3,Docosanol,Herpes Simplex,9,1
ygnbt4jb,Guaifenesin / pseudoephedrine,Cough and Nasal Congestion,10,1
k6a9gbj2,Zolpidem,Insomnia,9,1
jj2fz5qq,R-Tanna,Allergic Rhinitis,10,1
9r62ffew,Jublia,"Onychomycosis, Toenail",1,0
xz7rzjqv,Belviq,Weight Loss,10,1
d3cko4j2,Methadone,Opiate Withdrawal,10,1
f0prnpsu,Ethinyl estradiol / norethindrone,Polycystic Ovary Syndrome,10,1
jg7u6913,Metformin,Polycystic Ovary Syndrome,6,0
lqnjqpdj,Omalizumab,"Asthma, Maintenance",10,1
2g4m0dy7,Lamictal,Bipolar Disorde,10,1
3zgzlzp5,Monistat 7-Day Combination Pack,Vaginal Yeast Infection,9,1
951wyr0h,Sertraline,Anxiety and Stress,5,0
ik25nf14,Sronyx,Abnormal Uterine Bleeding,1,0
1e2kkhht,Implanon,Birth Control,7,0
w5fxen70,Loestrin 24 Fe,Birth Control,8,1
uzzuoy9v,Clonazepam,Night Terrors,9,1
exm1rv1w,Atenolol,High Blood Pressure,10,1
sztzrx1l,Trintellix,Major Depressive Disorde,1,0
ub9dtgup,Nexplanon,Birth Control,8,1
p5rtp31m,Solifenacin,Overactive Bladde,9,1
28wrp74k,Citalopram,Anxiety and Stress,9,1
8f0pn321,Carbamazepine,Dystonia,8,1
xavtxl4m,Linzess,"Constipation, Chronic",8,1
0z95orkh,Pregabalin,ibromyalgia,8,1
1jpwtd4t,Clonazepam,Panic Disorde,8,1
zv0t3d0m,Secukinumab,Plaque Psoriasis,6,0
5rfgyiit,Duloxetine,Generalized Anxiety Disorde,10,1
ki9f6ssk,Oseltamivir,Influenza,1,0
bpnfupzv,Sildenafil,"Sexual Dysfunction, SSRI Induced",8,1
mxrq99vo,Cyclobenzaprine,Muscle Spasm,5,0
j3p1u80n,Citric acid / magnesium oxide / sodium picosulfate,Bowel Preparation,1,0
qctdrbn3,Atralin,Acne,10,1
37qoupvk,Liraglutide,Obesity,10,1
m9xu4zyr,Lidoderm,Pain,1,0
5eqdrd52,Rocephin,Bacterial Infection,10,1
wrhr237o,Levothyroxine,"Hypothyroidism, After Thyroid Removal",10,1
v09jj3a2,Escitalopram,Anxiety,10,1
c5gl9p3a,Miconazole,Vaginal Yeast Infection,5,0
sc1yzzsn,Plan B,Emergency Contraception,10,1
il35gs97,Bismuth subcitrate potassium / metronidazole / tetracycline,Helicobacter Pylori Infection,5,0
90qq0xsw,Varenicline,Smoking Cessation,1,0
j35w1vsw,Bisacodyl,Constipation,9,1
zmyxksbq,Qsymia,Obesity,5,0
24fkaqlz,Chantix,Smoking Cessation,10,1
ekih7xfx,Zolmitriptan,Migraine,9,1
b7q8mhso,Bupropion / naltrexone,Obesity,10,1
0vofftmj,Sertraline,Major Depressive Disorde,1,0
1dcf0uum,Lo Loestrin Fe,Birth Control,5,0
124czudi,NuvaRing,Birth Control,10,1
y607uvg6,TriNessa,Birth Control,10,1
8futmq6e,Oseltamivir,Influenza,9,1
1in7m56w,Aripiprazole,Depression,1,0
yagdt1a2,Decadron,Dermatitis Herpetiformis,10,1
7hhwy6ir,Nicotrol Inhaler,Smoking Cessation,10,1
8plec8t4,Levlen,Endometriosis,10,1
24qizp9k,Asacol,Ulcerative Colitis,1,0
apiz60hu,Viorele,Birth Control,1,0
xgwbl8em,Oxymetazoline,Nasal Congestion,8,1
69gftii4,Depakote ER,Bipolar Disorde,10,1
vefs1h6o,Ethinyl estradiol / levonorgestrel,Birth Control,1,0
1ypgij14,Acetazolamide,Pseudotumor Cerebri,7,0
rsifxvtj,Armour Thyroid,"Hypothyroidism, After Thyroid Removal",1,0
nr8fwc8q,Drospirenone / ethinyl estradiol,Acne,10,1
1fu1blu0,Wellbutrin SR,Depression,10,1
h1gxdkau,Cyclobenzaprine,Temporomandibular Joint Disorde,10,1
nmjtvpzl,Tramadol,ibromyalgia,9,1
at9jg710,Fortesta,"Hypogonadism, Male",9,1
5hryh1ft,Etonogestrel,Birth Control,5,0
cxzlmfst,Silvadene,"Burns, External",10,1
0sg0hv9w,Levonorgestrel,Emergency Contraception,10,1
br2p09pg,Acetaminophen / aspirin / caffeine,Migraine,3,0
kt9pmfdr,Fluorouracil,Actinic Keratosis,9,1
zdk771mn,Tri-Lo-Sprintec,Birth Control,6,0
3ulketgy,Buspirone,Anxiety,5,0
phkoh08y,Zithromax,Bronchitis,9,1
0nvyf9in,Paxil,Depression,8,1
ebzlt1rb,Chantix,Smoking Cessation,10,1
bs3j3nss,Restasis,Keratoconjunctivitis Sicca,9,1
op1yai2v,Methocarbamol,Opiate Withdrawal,8,1
e112i8p3,Estring,Atrophic Vaginitis,8,1
6qpsxmgi,Phentermine,Weight Loss,10,1
odzrco6q,Clonazepam,Anxiety,8,1
rr2wwvue,Duragesic,Pain,7,0
itu39mln,Methadone,Chronic Pain,10,1
1n0rg5vd,Xyzal,Allergic Rhinitis,9,1
5qwtvm9x,Lexapro,Depression,3,0
69wfx3s0,Lexapro,Anxiety,1,0
nzh87aux,Mucinex D,Cough and Nasal Congestion,7,0
3xq5jwof,Pristiq,Depression,8,1
meej5l9t,Rivaroxaban,Atrial Fibrillation,7,0
ehnqhled,Oxycodone,Chronic Pain,8,1
mqnqjn0c,Prednisone,Pharyngitis,10,1
sbixelq5,Levonorgestrel,Birth Control,10,1
t0dg7y73,Paxil,Anxiety and Stress,5,0
1y5nej0m,Loratadine / pseudoephedrine,Nasal Congestion,10,1
xrtkgo0b,Bupropion,Major Depressive Disorde,7,0
pbhvz1k0,Mirena,Birth Control,1,0
lntn11a9,Voltaren Gel,Pain,1,0
51khqqwx,Invokana,"Diabetes, Type 2",1,0
tbgqulpu,Bystolic,High Blood Pressure,9,1
ps3mnpzq,Flagyl,Bacterial Infection,5,0
xpx3orvs,Etonogestrel,Birth Control,9,1
u1y1bznk,Liraglutide,"Diabetes, Type 2",10,1
hzl6wafm,Clonazepam,Anxiety,9,1
a602au5b,Artane,Extrapyramidal Reaction,10,1
n3ouk7wa,Cefdinir,Sinusitis,10,1
m56agj4z,Ethinyl estradiol / levonorgestrel,Birth Control,6,0
7a1439g7,Depo-Provera,Birth Control,4,0
6hret3xy,Methylphenidate,Depression,8,1
sophqqne,Tafinlar,"Melanoma, Metastatic",9,1
d53ntyb5,Sildenafil,Erectile Dysfunction,9,1
kdorhgm6,Orencia,Rheumatoid Arthritis,9,1
irpm5g7g,Oseltamivir,Influenza,1,0
o76qvk49,Apri,Birth Control,6,0
x2zq0lnt,Flonase,Rhinitis,9,1
8gp5m2m6,Diclofenac,Migraine,10,1
4jn4mocv,Levonorgestrel,Birth Control,6,0
tmzzowky,Lyza,Birth Control,1,0
hf3nytb2,Milnacipran,ibromyalgia,5,0
p529ylc1,Zolpidem,Insomnia,1,0
y6mp3rk9,Lexapro,Anxiety,9,1
n2r4pzan,Tegretol XR,Trigeminal Neuralgia,7,0
vfhlph80,Depo-Provera,Abnormal Uterine Bleeding,1,0
byp2eqhd,Phentermine,Obesity,10,1
gmznmdgh,Ceftin,Bronchitis,2,0
s4y6uxsb,Tambocor,Atrial Flutte,10,1
zf8jbhdl,Minocycline,Acne,9,1
yd6odwke,Docosanol,Herpes Simplex,9,1
exnqnvgg,Ortho Evra,Birth Control,9,1
bkfkmtld,Gabapentin,Pain,1,0
mbgl204c,Ethinyl estradiol / etonogestrel,Birth Control,9,1
9zmyojbu,Omalizumab,"Asthma, Maintenance",3,0
ojyxs3cp,Etonogestrel,Birth Control,8,1
bxr2utuo,Previfem,Birth Control,9,1
dlmx12vt,Ortho Tri-Cyclen Lo,Birth Control,10,1
98qxf6xo,Duavee,Hot Flashes,10,1
sy5oa6kv,Doxycycline,Lyme Disease,9,1
63bos83o,Diazepam,Not Listed / Othe,8,1
hqc7u9w3,Skyla,Birth Control,10,1
wcm3a6ro,Zoloft,Major Depressive Disorde,1,0
d2jbuhct,Etonogestrel,Birth Control,9,1
ivscb6yx,Tri-Sprintec,Birth Control,10,1
44ug53nb,Nystatin,Oral Thrush,7,0
x489eoc4,Ethinyl estradiol / levonorgestrel,Birth Control,2,0
f7etlk5i,Mononessa,Birth Control,8,1
blhltvns,Monistat 7,Vaginal Yeast Infection,9,1
5u0i6kue,Diclofenac,Pain,10,1
be2ith3z,Effexor,Depression,10,1
evyniq0v,Phentermine,Weight Loss,9,1
grk3pq19,Venlafaxine,Depression,2,0
wgxt36jv,Levothyroxine,Hashimoto's disease,9,1
ou3wj4rz,Microgestin 1 / 20,Birth Control,2,0
hveuq2x9,Norethindrone,Birth Control,1,0
ld9eieik,Effexor,Depression,1,0
jy364gv4,Mefenamic acid,Period Pain,10,1
qbldmef1,Paroxetine,Panic Disorde,10,1
i9arl3oi,Ocular lubricant,Dry Eye Disease,1,0
ue8yn570,Ethinyl estradiol / norgestimate,Birth Control,4,0
z5klydpi,Tramadol,Pain,2,0
lz37rh82,Aripiprazole,Depression,6,0
n9sih438,Neurontin,Bipolar Disorde,8,1
p5vizh8g,Duloxetine,Depression,3,0
ueyaw8pd,Naproxen,Headache,10,1
cjcvm3x7,Ethinyl estradiol / levonorgestrel,Birth Control,10,1
zgv4kd6j,Gabapentin,Trigeminal Neuralgia,8,1
08gqn86z,Levonorgestrel,Birth Control,4,0
j0bazhy2,Valacyclovir,"Herpes Simplex, Suppression",10,1
2ks9iimj,Nora-Be,Birth Control,2,0
1pr9q0ww,Tioconazole,Vaginal Yeast Infection,1,0
1n69h3i3,Liletta,Birth Control,8,1
20los4eg,Fluoxetine,Anxiety and Stress,9,1
b12v3c8c,Etonogestrel,Birth Control,10,1
ap5n6ijl,Yaz,Birth Control,9,1
yfn8sy1m,Fluconazole,"Onychomycosis, Toenail",10,1
b8lesr2g,Bactrim DS,Urinary Tract Infection,1,0
cbl00d50,Diclofenac,Back Pain,5,0
dh9n3j23,Alprazolam,Anxiety,1,0
p5ff5u4l,Epinephrine,Allergic Reactions,10,1
9zm4per4,Prozac,Anxiety and Stress,10,1
zr28uujh,Vascepa,Hypertriglyceridemia,10,1
noscodew,Toprol-XL,High Blood Pressure,9,1
yzmt1e0l,Azithromycin,Tonsillitis/Pharyngitis,7,0
vnn4135b,Voltaren Gel,Pain,8,1
gyzbzx53,Bupropion / naltrexone,Obesity,6,0
fo7nbv3x,Celexa,Depression,10,1
icj261ls,Effexor,Depression,3,0
l92nlegt,Estradiol Patch,11</span> users found this comment helpful.,9,1
mcsdem7y,Ethinyl estradiol / etonogestrel,Birth Control,4,0
nada82w4,Hyaluronan,Osteoarthritis,9,1
5b60ew48,Minastrin 24 Fe,Birth Control,2,0
sabz03c0,Amphetamine / dextroamphetamine,ADHD,10,1
38kg24nv,Ethinyl estradiol / norethindrone,Birth Control,1,0
z2u5frvq,Tamiflu,Influenza,10,1
6lezilfv,Protonix IV,Barrett's Esophagus,10,1
88g7iqg3,HC-Derma-Pax,Pruritus,10,1
o8oapxpz,Pramipexole,Restless Legs Syndrome,10,1
7gk8uzo0,Lutera,Birth Control,7,0
tuf1ih4g,Xanax,Panic Disorde,10,1
g60m3gve,Lubiprostone,Irritable Bowel Syndrome,4,0
a3z8yz2s,Mirena,Abnormal Uterine Bleeding,1,0
zrv9fjgn,Pramipexole,Restless Legs Syndrome,1,0
hw36sz5t,Effexor XR,Depression,1,0
4sw25blb,Implanon,Birth Control,10,1
hduv0ur4,Apremilast,Plaque Psoriasis,2,0
eblj0qw6,Verapamil,Cluster Headaches,10,1
f1b3ygg0,Desvenlafaxine,Depression,1,0
inlq9ee8,Ethinyl estradiol / norgestimate,Birth Control,7,0
63mxzwti,Pregabalin,ibromyalgia,8,1
m611sgfp,Ciprofloxacin,Urinary Tract Infection,1,0
imkozbf1,Trazodone,Insomnia,1,0
kjid2e3q,Medroxyprogesterone,Amenorrhea,8,1
870g1bte,Gabapentin,Pain,1,0
tyb0g7pz,Loestrin 24 Fe,Birth Control,3,0
4t98bah8,Welchol,High Cholesterol,1,0
ie5ox69g,Ethinyl estradiol / levonorgestrel,Birth Control,4,0
ht3ry9i0,Bisacodyl,Constipation,7,0
vr5hnzp8,Ceftin,Strep Throat,10,1
rmjv56ia,Tirosint,Hashimoto's disease,2,0
47k2yobm,Ezetimibe,High Cholesterol,9,1
u4qhk802,Apri,Birth Control,8,1
88xrwzz8,Implanon,Birth Control,5,0
dwzz9vvf,Sandostatin,Carcinoid Tum,10,1
bb4lyvhy,Ethinyl estradiol / norethindrone,Birth Control,5,0
3ymo8zw0,Bupropion,Depression,10,1
3qi2llmr,Patanol,Seasonal Allergic Conjunctivitis,1,0
p7bcdig0,Diclofenac,Back Pain,9,1
0pz80zbg,Lorcaserin,Obesity,2,0
377v2ufn,Olmesartan,High Blood Pressure,10,1
qt44izzh,Xolair,"Asthma, Maintenance",10,1
7c7slfbp,Irbesartan,High Blood Pressure,1,0
5z1xminb,Liraglutide,"Diabetes, Type 2",10,1
3xixqqsz,Zolpidem,Insomnia,8,1
fi8pskod,Lidocaine,Pain,3,0
gty6b7vz,Gabapentin,Insomnia,10,1
o4pofqod,Librax,Irritable Bowel Syndrome,10,1
ra20actc,Infliximab,"Crohn's Disease, Maintenance",10,1
1gqffey0,Phentermine,Obesity,10,1
mch4wbui,Tri-Sprintec,Acne,7,0
2otgb2w8,Exenatide,"Diabetes, Type 2",10,1
13eqppt9,Miconazole,Vaginal Yeast Infection,1,0
7oklz2ch,Ropinirole,Parkinson's Disease,6,0
h8e2g5et,Pristiq,Depression,9,1
45x96b5d,Etonogestrel,Birth Control,5,0
xxlcdbqi,Suprep Bowel Prep Kit,Bowel Preparation,8,1
i7d8c8ct,Zanaflex,Muscle Spasm,4,0
8813y8h5,Levonorgestrel,Birth Control,6,0
pwgj97kz,Levonorgestrel,Birth Control,9,1
wekvet6f,Liraglutide,"Diabetes, Type 2",7,0
78fjem8s,Esomeprazole,GERD,10,1
f7eavha1,Fentanyl Transdermal System,Pain,10,1
8c74etew,Reglan,Migraine,2,0
cqvnxsbo,Flecainide,Atrial Fibrillation,10,1
04ceiyko,Levetiracetam,Seizures,1,0
vhfticne,Escitalopram,Depression,8,1
i1b6a94m,Sertraline,Panic Disorde,10,1
y2nhss9u,Aviane,Birth Control,8,1
hwdplh24,Fluoxetine,Depression,7,0
ub5l8hfu,Levora,Birth Control,7,0
ygy9o4bj,Doxycycline,Pneumonia,1,0
ov2vg1st,Enbrel,Psoriatic Arthritis,10,1
v5glur2c,Lutera,Birth Control,10,1
ffn59sgf,Efavirenz / emtricitabine / tenofovir,HIV Infection,10,1
fa4ngoru,Milnacipran,ibromyalgia,10,1
u2rmzho7,Sertraline,Depression,10,1
czoul5o8,Chlorthalidone,High Blood Pressure,1,0
q3agdeju,Maxalt,Migraine,10,1
clial197,Tramadol,Pain,1,0
16tii0ha,Suprep Bowel Prep Kit,Bowel Preparation,10,1
odnpx3ib,Linaclotide,"Constipation, Chronic",7,0
5v7k90zr,Benzoyl peroxide / clindamycin,Acne,10,1
cq8ojfit,Gabapentin,Pain,8,1
y5au126h,Rizatriptan,Migraine,10,1
v1r0idg0,Suprep Bowel Prep Kit,Bowel Preparation,1,0
ebpu072g,Cymbalta,Depression,5,0
wmjjoyso,Xanax,Anxiety,7,0
8t9nypah,Naprelan,Muscle Pain,10,1
a57o3col,Latuda,Bipolar Disorde,3,0
avdp8gnt,Ethinyl estradiol / norgestimate,Birth Control,1,0
rqggh4y2,Vyvanse,ADHD,9,1
pb5zyglk,Etonogestrel,Birth Control,1,0
k3ddpja5,Zolpidem,Insomnia,9,1
6acjgug3,Diclofenac,Osteoarthritis,1,0
awip52k7,Pimecrolimus,Eczema,10,1
s0bfhwtn,Oxymorphone,Pain,9,1
4bf8eiix,Paxil,Anxiety,9,1
ef7naqip,Lurasidone,Bipolar Disorde,10,1
sz28ar3t,Naproxen,Sciatica,1,0
kcygxo7h,Remeron,Depression,8,1
6n3dmle6,Celecoxib,Osteoarthritis,7,0
ktzcwd52,Prolia,Osteoporosis,7,0
1vabzhs5,Remeron,Depression,9,1
o21ssh9v,Dolutegravir,HIV Infection,10,1
h8aovawp,Loestrin 24 Fe,4</span> users found this comment helpful.,2,0
t82a9y5s,Latuda,Schizophrenia,9,1
tedj3xxz,Vicks Sinex Nasal Spray (old formulation),8</span> users found this comment helpful.,9,1
b9xvycyk,Citalopram,Generalized Anxiety Disorde,1,0
q1jx0n0l,Doxycycline,Rosacea,7,0
8nyoyrlj,Tapentadol,Pain,9,1
9r7rqqqk,Isotretinoin,Acne,10,1
p8pyn9uj,Risperidone,Post Traumatic Stress Disorde,10,1
9cvvb5a5,Cefpodoxime,Bladder Infection,10,1
m72a3b8y,Xyzal,Allergies,1,0
fl6wlhjs,Levonorgestrel,Birth Control,5,0
74d2mb70,Clocortolone,Psoriasis,9,1
kixzxs68,Nucynta,Pain,1,0
gstpi4mw,Lamictal,Seizure Prevention,10,1
gaemgm0t,Methylphenidate,ADHD,8,1
kfwbqp4p,Rizatriptan,Migraine,9,1
umso5uv0,Ultram,Back Pain,10,1
mzn448zk,Meloxicam,Osteoarthritis,10,1
fipljdyy,Metaxalone,Muscle Spasm,8,1
rlabxfss,Mononessa,Birth Control,4,0
55gi6gyx,Naproxen / sumatriptan,Migraine,10,1
rqjeacow,Fluticasone,Atopic Dermatitis,8,1
8fbwiqqj,Abilify,Autism,2,0
tp3qt9pb,Aluminum chloride hexahydrate,Hyperhidrosis,10,1
qf2zwbjg,Ethinyl estradiol / levonorgestrel,Birth Control,8,1
pb1e2w7s,Afrezza,"Diabetes, Type 2",1,0
b0oiig7g,Guanfacine,ADHD,10,1
3t4vv50z,Levonorgestrel,Birth Control,4,0
vb3laqs0,Azithromycin,Chlamydia Infection,7,0
8cixsjrf,Pregabalin,Neuropathic Pain,10,1
ujhgb3b0,Ultram,ibromyalgia,9,1
0kkm0tgj,Junel Fe 1 / 20,Acne,3,0
ml2luc1t,Sumatriptan,Migraine,10,1
mp4dydqd,Ciprofloxacin,Urinary Tract Infection,8,1
cpz8yb16,Norethindrone,Birth Control,9,1
xfzhn1n1,Prednisone,Skin Rash,10,1
ipwm9uob,Losartan,High Blood Pressure,9,1
emnln2ix,Ethinyl estradiol / levonorgestrel,Birth Control,10,1
cg4p5da4,Ethinyl estradiol / norethindrone,Birth Control,8,1
5x982n76,Neurontin,Insomnia,9,1
4i9fc0r7,Hydroxyzine,Anxiety,2,0
lczm1z5z,Tysabri,Multiple Sclerosis,10,1
9trzqzep,Tri-Sprintec,Birth Control,8,1
8wglruxz,Invokana,"Diabetes, Type 2",10,1
107q18rc,Lactobacillus acidophilus,Irritable Bowel Syndrome,9,1
tujwr1i0,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,9,1
72ue4e5k,Oxaliplatin,Colorectal Cance,9,1
ohdimk9k,Latuda,Bipolar Disorde,8,1
f0ahybvs,Etonogestrel,Birth Control,1,0
uo1d8xka,Mexiletine,Arrhythmia,10,1
6njwigco,Cyclobenzaprine,Muscle Spasm,9,1
x80cs5bc,Halcion,Insomnia,10,1
hs3wfffs,Latuda,Bipolar Disorde,4,0
uxknan3t,Hydromorphone,Pain,10,1
8ci3sd43,Somatropin,Adult Human Growth Hormone Deficiency,5,0
5no746n6,Sodium oxybate,Narcolepsy,9,1
aw1g82bc,Enjuvia,Postmenopausal Symptoms,10,1
fae3sczm,Etonogestrel,Birth Control,10,1
jj0juopc,Venlafaxine,Hot Flashes,6,0
1c4m2fym,Drospirenone / ethinyl estradiol,Premenstrual Dysphoric Disorde,10,1
xdxfi2yy,Lurasidone,Bipolar Disorde,10,1
crdp813c,Linzess,"Constipation, Chronic",8,1
1ldebnq8,Minocycline,Acne,9,1
397hp1yt,Ledipasvir / sofosbuvir,Hepatitis C,10,1
zurd5d64,Previfem,Birth Control,2,0
lcqjbz5j,Mirena,Birth Control,7,0
eflxldnr,Dapsone,Acne,8,1
laawgrxl,Valsartan,High Blood Pressure,6,0
zu2zujgz,Seroquel,Bipolar Disorde,10,1
zb6cv8ik,Abreva,Herpes Simplex,9,1
tqgsavnr,Ibuprofen,Pain,9,1
phhouevh,Lamotrigine,Bipolar Disorde,8,1
syyi2ysq,Levothroid,Underactive Thyroid,6,0
qrg1rtzi,Polyethylene glycol 3350,Bowel Preparation,9,1
ori9idb3,Phentermine,Weight Loss,10,1
8as0ugi5,Ethinyl estradiol / levonorgestrel,Birth Control,8,1
93tbgn2b,Elavil,Migraine Prevention,9,1
j3vo4zkj,Levonorgestrel,Birth Control,10,1
4pv1zu1g,Harvoni,Hepatitis C,10,1
04455ffs,Ethinyl estradiol / norethindrone,Birth Control,8,1
qasgn7s9,Levonorgestrel,Birth Control,9,1
choywmwd,Desvenlafaxine,Depression,8,1
ucguzgdm,Alprazolam,Not Listed / Othe,10,1
vznqgnzd,Junel Fe 1 / 20,Birth Control,10,1
s4a8zs5a,"Multivitamin, prenatal",Vitamin/Mineral Supplementation during Pregnancy/Lactation,10,1
agtcfov1,Omnicef,Otitis Media,4,0
90t1m430,Varenicline,Smoking Cessation,8,1
yz2lku1i,Yaz,Birth Control,8,1
5ns2t5i2,Depo-Provera,Abnormal Uterine Bleeding,5,0
9tdbygve,Etonogestrel,,1,0
7n75m669,Escitalopram,Anxiety,7,0
sldw0en7,Wellbutrin SR,Depression,6,0
w6scpc65,ParaGard,Birth Control,10,1
gnnd0zmo,Topiramate,Obesity,10,1
cc7eh1mf,Toradol,Pain,10,1
735m0znd,Vilazodone,Depression,2,0
be2wpsa6,Bupropion,Depression,9,1
ycbyx6vu,Embeda,Pain,1,0
w1sp0yyy,Bupropion,Major Depressive Disorde,9,1
gin2wrbg,Lortab,Back Pain,10,1
33mqfj2t,Sertraline,Depression,8,1
7jszm1nd,Azithromycin,Chlamydia Infection,10,1
543aq9dx,Nexplanon,Birth Control,7,0
nmmimc71,Acyclovir,Herpes Simplex,10,1
01o15wd4,Triamcinolone,Atopic Dermatitis,10,1
rzzsmuoc,Levonorgestrel,Birth Control,10,1
w2xuf15h,Abilify,Bipolar Disorde,6,0
8rrkf78o,Zofran,"Nausea/Vomiting, Chemotherapy Induced",9,1
fpiew1jy,Duloxetine,Anxiety,8,1
iy4c7404,Medroxyprogesterone,Abnormal Uterine Bleeding,10,1
ze511t38,Duloxetine,Depression,1,0
2flmvmdj,Omeprazole,GERD,7,0
f7eqdxpv,Uloric,Gout,9,1
4899cq99,Botox,Overactive Bladde,9,1
ftlb5b95,Klonopin,Panic Disorde,10,1
b5u5hp2r,Cyclobenzaprine,ibromyalgia,8,1
0c5p8sjk,Oxybutynin,Women (oxybutynin),3,0
7vvj0vfs,Clomiphene,emale Infertility,2,0
k2kcva43,Caffeine,Hypersomnia,9,1
3ib99gup,Sertraline,Post Traumatic Stress Disorde,10,1
j3ehiwn9,Differin,Acne,7,0
p5uihiwt,Arthrotec,Sciatica,9,1
qjyooq68,Ethinyl estradiol / norgestimate,Birth Control,1,0
9bs1udnv,Bupropion,Major Depressive Disorde,7,0
1eksm537,Sodium hyaluronate,Osteoarthritis,5,0
gy2b7of9,Vortioxetine,Major Depressive Disorde,9,1
